Course_Name,course_info
CYBERSECURITY ,"This course is designed to introduce students to the wide range of 
opportunities and threats that have opened up with the advent of the 
information age. Students will come to understand holistically how 
cybersecurity connects to a wide range of issue areas in international 
relations (military, political, economic, etc.), and how the digitization of 
information leads to new vulnerabilities that traditional IR has 
never faced before. This will give students a head start when they inevitably 
have to deal with cyber-related issues throughout their careers.
DURING QUARANTINE, CLASS WILL CONSIST OF PRERECORDED LECTURES AND REAL-TIME CLASS DISCUSSIONS OF THAT MATERIAL. EVERY EFFORT WILL BE MADE TO ENSURE THAT STUDENTS GET THE SAME QUALITY EDUCATION AND CLASS INTERACTION AS A NORMAL SEMESTER, EVEN IF THEY ARE OVERSEAS."
EAST AND WEST: FUNDAMENTALS OF WORLD POLITICS ,"Is West West, and the East is East?  Are they separate and competitive or they are interrelated and interdependent?  Which world reins supreme?  How will the arrival of new global changes and challenges affect the dynamics between the two worlds?  We will examine this question by critically reviewing existing body of scholarly works in the field of international relations.  

LEARNING OBJECTIVES:
- Stimulate critical analysis of current issues and debates in international relations
- Explore the historical, political and social foundations of contemporary global norms and practices
- Identify and discuss the problem of governance in international politics

*  It is important for you to keep abreast of recent issues by reading The New York Times, The Economist, and/or Financial Times, as well as other main media sources."
INTERNATIONAL NEGOTIATION ,"This course provides students opportunity to learn diplomacy and international negotiations in the context of international relations. The course consists of two parts. The first part focuses on history and importance of diplomacy and role of diplomat to resolve conflicts among the countries. 
The second part covers types and methods of how to make negotiation to achieve political and diplomatic goals based on their national interests.

Students also learn lessons from case studies of past and current international negotiations such as in the Cuban Missile Crisis, Iran and North Korean nuclear issues. In the case studies, students are recommended to make presentations possibly by representing a country which was involved in the process of such negotiations.
 
Professor Shin had served for long time as a Korean diplomat in the Foreign Ministry as well as in overseas Embassies and Missions at a number of countries and places. Utilizing his experience of practicing negotiations in bilateral and multilateral diplomacy, it is expected that students can have better understanding about real diplomatic activities and negotiations. During the course, Professor Shin would also like to share his ideas and views with students who might have interests in becoming diplomat (foreign service officer) or joining international organizations such as the United Nations(UN), IAEA(International Atomic Energy Agency) and others."
HISTORY OF KOREA-US RELATIONS ,"This course will provide a broad historical overview of Korean-American relations from the initial encounters in the 19th century to the postliberation period. There will be a particular focus on important developments during the height of the Cold War and the factors that have played a key role in shaping the Korea-US relations. The course requirements are one paper presentation and a 10-15 page research paper on any topic that is related to the course materials.

Note: this is a 100% online course but lectures will not be prerecorded. Online interface will be announced via email prior to the first class meeting."
MODERN KOREA-JAPAN RELATIONS ,"This course aims to give an introductory survey of Korean-Japanese relations, with special reference to the post-1945 period. Course discussions will touch on some of the major historical events, particularly the colonial period, but the focus will remain on the analysis of post-colonial affairs. The diplomatic normalization process is thus treated as on the the most important developments since Korea`s independence, linking the past and the present. Each country`s political culture, foreign policy decision-making, socio-economic background, and pertinent international relations will also be examined closely. The hope is for the students to acquire a sound understanding not only of this complex bilateral relations, but also of the dynamics of domestic political developments."
A NEW CONTEXT OF CHINESE FOREIGN POLICY ,"The major objective of this class is to help students understand the international behaviors of contemporary China. In particular, this course intends to review China’s contemporary diplomacy from two different angles: historical perspectives (before mid-term exam) and issue-analytical perspectives (after mid-tem exam)."
응용미생물학 ,"Applied Microbiology course covers bacterial genetics, microbial diversity and systematics, eukaryotic cell biology and eukaryotic microorganisms, metabolic diversity, basic immunology, host-pathogen interactions, industrial microbiology, and practical application of genetic engineering. This course is designed mainly for 2nd year students majoring life sciences and biotechnology and requires a solid background in general microbiology and biology.

Based on our school policy, I`m not allowed to give any face-to-face lecture until the end of the midterm period (Oct 26th) to prevent a further spread of COVID-19 infection in Korea. Currently, I`m scheduled to give online lectures by the end of the midterm, but, depending on the future COVID-19 infection status, it could be possible for me to give you online lecture even after that. So we all need to be prepared. Therefore, I have the following instruction for your participation in this online lecture"
생화학(1) ,"Goals: 1. Students will be able to comprehend and explain the four major classes of biomolecules: proteins, nucleic acids, carbohydrates, and lipids, as well as the techniques used to study their form and function.  
2. Students will be able to comprehend and explain the major concepts and principles of biochemistry including biochemical evolution, protein structure and function, RNA, DNA, the flow of genetic information, genes, genomes, bioinformatics, hemoglobin, enzyme kinetics, catalytic and regulatory strategies of enzymes, carbohydrates, lipids, and cell membranes."
나노의생명공학 ,"생명공학과 학생들에게 생명공학에 융합될 수 있는 다양한 나노기술 
(Nanotechnology)과 융합 학문으로서의 나노바이오에 대해 소개하고, 미래 국가 신성
장동력인 바이오융합에 대한 이해을 증진시켜, 바이오융합 산업의 성장 및 발전추세
에 대비한 인력을 양성한다.
본 과목은 2017년 2학기 이후 개설하지 않으므로 재수강을 할 수 없다."
MOLECULAR BIOLOGY ,"This course will focus on the detailed mechanisms associated with genes and 
how gene expression is regulated in prokaryotes and in eukaryotes.  Specific 
topics will include DNA replication, genome organization, transcription, RNA 
processing, translation, and RNA interference."
ENVIRONMENTAL TOXICOLOGY ,"Goals: 1. Students will be able to comprehend and explain how the two main classes of contaminants, inorganic and organic, are harmful to ecosystems at each level of biological hierarchy: molecular, cellular, tissue, organ, individual, population, community, ecosystem, and global.
2. Students will be able to comprehend and explain the major concepts of ecotoxicoogy including bioaccumulation, trophic transfer, biomagnification, biotransformation, detoxification, elimination, bioavailability, and toxicant effects."
면역학 ,"1) Basic understanding of immune responses in human and mouse.
2) Immunological tools to analyze immune cells and immunological responses 
   against pathogens in animal and human models 
3) Basic and clinical analysis of immunological diseases and inhibitory roles 
   of viruses and cancer in induction of immune responses, 
4) Development of novel immunotherapeutic reagents to modulate in vivo immune 
   responses or immunological diseases"
화학생물학 ,"This course focuses on the interface between chemistry and biology with an 
emphasis on the identification, design, synthesis, and application of 
biologically active small molecules.  Such small molecules may be used to 
study fundamental biological processes or they may be developed as therpeutic 
agents targeting specific diseases.  We will discuss topics such as forward and reverse chemical genetics, genetic 
engineering and in vivo drug synthesis, and novel methods of chemical library 
synthesis.  With each topic covered in lecture, we will read and discuss 
primary research papers.  As the course is primarily research article-based, 
most topics will be new to students and will require analytical paper reading
and discussion."
식품발효공학 ,"This course provides a one-semester overview of the Food and Fermentation Technology subject related to a wide range of starter cultures and manufacturing procedures for popular alcoholic beverages and bakery, dairy, meat, cereal, soy, and vegetable food products. This course highlights these developments and provides detailed background and manufacturing information; for example, the type of raw material used, its pretreatment, the temperature/climate, and the conditions of the fermentation process.
Students completing this course will be able to use improved critical thinking skills to solve problems related to food & fermentation technology. As a result of this course, a student will obtain an indepth knowledge of the biocatalysts-aided processes, the microbial fermentation, and microbiome related to human health and wellness. The student also will gain deeper insights into food- and health-related fermentation perspectives, and preferences regarding issues such as new applications of genetic engineering, metabolic engineering, and systems biology in the fermentation of food products encompassing functional foods and microbiome, and design of new biological processes."
CANCER BIOLOGY ,"Goals: 1. Students will be able to comprehend and explain the molecular and cellular nature of cancer.  
2. Students will be able to comprehend and explain tumor viruses, oncogenes, growth factors and receptors, cytoplasmic signaling, tumor suppressor genes, pRb and the cell cycle clock, p53 and apoptosis, and cellular immortalization."
정치학개론 ,"사회과학도들에겐 사회를 바라보는 관점과 비판에 대한 근거(rationale) 의식이 필요하다. 과목의 목적은 정치학 (나아가 사회과학)의 기초적 내용과 논리를 소개함이다. 민주시민이 되기 위한 기본 내용을 소개한다. 현대를 사는 인간들에게 전공에 상관없이 보다 보편적인 가치와 철학체계, 그리고 이와 연결되어 진행되는 정치과정에 대한 소양이 필요하다. 다양한 정치현상들과 연관된 이론들을 기반으로 하여, 현대 사회의 주요한 이슈들(salient issues)을 현실과 이론의 조합 속에서 이해해 본다."
비교정치론 ,"정치현상을 국가간의 비교를 통해서 특수성과 보편성이란 차원을 구분하여 논의한다. 헌법, 정부형태, 선거정당의회, 정치경제 등에 나타난 국가간 제도들의 유사성과 상이성을 통해서 일반성과 특수성에 대한 논의를 진행한다. 제도와 문화에 나타난 주요 이슈들(분리와 통합, 지역 이슈들 등)을 비교관점에서 분석한다. 특히, 단순한 비판이 아닌 대안을 지닌 비판적 안목을 갖도록 한다."
INTRODUCTION TO KOREAN POLITICS & GOVERNMENT ,"The purpose of this course is to provide students with overall understanding of the politics in Korea. The Korean peninsula has geographic importance for politics in Northeast Asia for over a thousand years. Located between Japan and China, Korean domestic politics and international politics have never been clearly separated. Hence, the course will be attentive to the subtle interactions between internal political dynamics and shifting international power structures."
한국외교정책 ,"첫째, 국제정치(IP) 또는 국제관계(IR) 이론과 구별되는 외교정책론(FPA)의 학술적 접근과 모델의 내용들을 살펴보는 한편, 둘째, 외교정책이 결정되는 과정에 참여하는 주된 행위자들의 역할과 기능, 그리고 이들 행위자들이 기능하는 내용들의 긍정적 측면과 부정적 한계들을 분석하고, 셋째, 한국외교정책이 직면하고 있는 국내외의 환경과 그 환경의 지속 및 변화 양상을 고려하고, 넷째, 한국외교정책이 갖고 있는 차별적인 특성과 이러한 특성들이 반영된 차별적인 한국외교정책들을 분석하고 논의함으로서, 한국외교정책에 대한 학술적 이해와 분석력을 높이는데 목표가 있음."
한국국제정치사 ,"- 연세대학교의 교육이념인 진리와 자유(Veritas et libertas) 정신에 따라 교육. 
- 국제적으로 코리아라고 통칭되는 고려, 조선, 대한제국, 일제 하 조선과 대한민국 임시정부, 그리고 해방 이후 대한민국과 `조선민주주의인민공화국` 등은 모두 강력한 국제정치적 영향을 받는 지정학적 시공간 속에 존재해왔다. 이러한 지정학적 연속성 속에서 코리아, 조선/대한의 역사를 고찰함으로써 지정학적으로 존재하는 인간의 삶과 죽음에 직결될 수 있는 진실(veritas)을 탐구하고, 졸업 후 그러한 진실을 국내외적으로 전파할 수 있는 능력을 함양.
- 좌우를 초월하여 역사가 지닌 정치적 함의, 정치가 지닌 역사적 함의를 냉철하게 분석할 수 있는 역사정치학적 지성을 함양.
- 정치외교적 인간들은 어떻게 역사를 만들어 왔는가? 정치외교적 인간들은 역사를 통해 어떻게 만들어졌는가? 정치외교적 인간들은 역사를 어떻게 활용(오용)했는가? 정치외교적 인간들은 어떻게 역사에 기록되는가?"
한국정치사상 ,"이 강의는 조선시대 정치사의 주요 쟁점과 그것을 둘러싼 투쟁의 과정을 통시적으로 고찰하고 비판적으로 분석하는 데 목적을 두고 있다. 특히 조선의 정치사는 왕조의 역사이면서 동시에 지식인들의 역사였다는 점에서 왕권과 신권의 길항이 조선시대 전 기간에 걸쳐 점철되어 있었다. 따라서 본 강의에서는 이러한 왕권과 신권의 구조적 길항에 주목하면서, 그 갈등이 첨예하게 표출되었던 시기를 중심으로 조선시대의 정치사를 고찰한다."
국가와헌법 ,"1. 헌법은 국가의 통치조직과 통치작용의 원칙을 천명하고 국민의 기본권을 보장해 주는 근본규범입니다. 우리나라의 모든 국가기관의 권한 행사의 준거이며 대한민국의 질서는 헌법을 정점으로 하는 법치주의의 실현입니다. 따라서 정치학도로서 헌법의 구조와 기본원리를 이해하는 것은 필수적인 것입니다. 본 수업은 수강생들에게 우리 헌법의 기초 이론을 설명함으로서 학생들이 헌정주의와 법치주의가 가지는 의미를 실질적으로 이해할 수 있도록 할 예정입니다. 

2. 이 수업이 수강생들에게 ""법과 친해지는"" 계기가 되었으면 합니다. 규범학인 법학의 성격을 이해하도록 하고 이 후 진로에 있어서도 법과 관련된 부분을 고민할 수 있는 기회를 주고자 합니다. 

3. 헌법과 관련하여 통치구조론은 기존 정치외교학과의 다른 수업 커리큘럼을 통해 학습할 기회가 많았을 것입니다. 따라서 본 수업은 기본권론 중심으로 헌법의 기초이론을 살펴볼 예정입니다. 

4. 우리 헌법은 1987년 헌법에 의하여 도입된 헌법재판소의 활동에 의하여 비로소 구체적으로 살아있는 법으로 작동하였다고 해도 과언이 아닙니다. 수강생들은 본 수업을 통하여 우리 헌법재판소의 역할을 학습하고 중요 헌법재판소 결정례를 학습할 것입니다.   

5. 우리의 헌정질서는 역사적으로 치열한 투쟁을 통해 만들어진 것이며 수많은 사람들이 헌법실천적 개입을 통하여 이루어낸 “우리의 삶의 모습”입니다. 본 수업을 통하여 헌법이 저멀리 어딘가에 존재하는 것이 아니라 우리 생활 속에 존재한다는 사실을 느꼈으면 좋겠습니다. “법치”라는 가치가 통치자의 권력 유지, 특정집단의 이익 보호를 위한 방패가 아니라 국민들의 자유와 인권을 보호하는 수단이며 자유와 평등을 실현시키기 위한 방법이라는 것을 느꼈으면 좋겠습니다"
법의철학적기초 ,"ㅡ. 이 강의는 법철학의 주요 주제들을 통해서 법에 대한 사고의 폭과 깊이를 심화시키는 것을 목표로 함. 
ㅡ. 법철학은 이론적인 주제들과 실천적인 주제들로 구분되는데, 전반기에는 이론적인 주제들을 후반기에는 실천적인 주제들을 다룸.
ㅡ. 법철학의 이론적인 주제들로서 자연법론, 법실증주의, 법과 도덕, 법과 정의 등을 다룸
ㅡ. 법철학의 실천적인 주제들로서 법치주의 법준수의무와 시민불복종, 법해석, 법적 추론, 법과 젠더, 법과 생명 등을 다룸
ㅡ. 이 강의는 법조인들이 갖추어야 할 논증능력을 함양하고, 법조인들이 직면하게 될 난관을 해결할 수 있는 심층적인 사고력을 키우는데 중점을 둠."
정당론 ,"정당 정치의 이론과 실제를 다룹니다. 이론은 전 세계적으로 나타나는 일반화된 현상을 위주로 하고, 실제는 한국정당정치에서 나타나는 현상을 위주로 할 것입니다. 정치현상을 제도권 정치와 비제도권 정치의 조합으로 하여, 제도권 정치의 대표적 기능을 수행하는 정당의 역할과 기능을 급변하는 현대 사회 속에서 어떻게 규정할 것인지를 한 학기 동안 고민할 것입니다. 강의의 방향은 party competition에 집중하여 정치 현상을 설명하고자 하는 것입니다. 정치는 정당이 주체이고, 그러한 경쟁이 일어나는 두 중요 분야가 선거와 의회라는 분야라는 것입니다. 수업의 최종적 목적은 민주 사회에서 정당의 바람직한 역할과 기능에 관하여 사상적, 경험적 근거를 마련하는 것으로 귀결됩니다."
AMERICAN GOVERNMENT AND POLITICS ,"This course provides a sweeping overview of the American political tradition.  We will trace the origins of the United States Constitution and the development of the federal government, paying particular attention to the relationships among the executive, legislative and judicial branches of government and the distribution of power among political institutions across the national, state and local levels.  We also will study the nature of campaigns and elections, citizen participation and public opinion, as well the roles of political parties, interest groups and the news media.  All of this will be addressed with a sweeping historical perspective as well as in relation to the current public health and leadership crisis in the United States and the upcoming presidential election in November.   You will be encouraged to think for yourself about the political development of the United States in a global context and communicate your views in a logical and persuasive manner."
동아시아국제정치경제론 ,"본 과목은 세계화, 경제위기 등 세계정치경제의 구조적인 변화 속에서 진행되고 있는 강대국의 패권갈등 속에서 동아시아 국가의 정치경제를 둘러싼 갈등을 살펴보고자 한다. 1부는 주요 이론을 다루고, 2부는 개별 사례 속에서 동아시아 국가의 정치경제를 경험적으로 살펴보는데 목적을 두고 있다."
RECONCILIATION AND JUSTICE IN EAST ASIA ,"The course will explore the politics of memory  and reconciliation in East Asia, focusing on three core countries, China, Japan, and Korea, but not limited to them. While there are rising demands on building cooperation among the countries in East Asia, these core countries also have shown great difficulty to resolve the historical issues.  As the various narratives of the nation-building are intricately intertwined with ideology, war, and colonial experiences, the region has grown a sense of hostility that is difficult to resolve, wounds of war violence, Orientalist demeanor, and insoluble hatred for each other. Many international relations scholars tend to regard this difficulty of historical reconciliation only as an obstacle to create international cooperation in this region, but because historical issues in East Asia rooted in deeper identity issues, we need to diagnosis this problem more carefully.
 
In order to understand these phenomena, we need to look at issues such as nationalism, politics of memory, transitional justice, reconciliation, and post-colonialism, with a view that crosses the disciplines of academic fields over anthropology, sociology, political science, and international politics.

The course first focuses on the scholastic debates on memory and reconciliation in East Asia. International relations, international laws, transnational justice, political science, and memory studies look differently on the issue. The course will cover the key literatures on the issue to understand different layers and perspectives to deal with the issue. Second, the course will investigate the salient issues regarding memory problem and future reconciliation in different parts in East Asia."
동아시아국제관계 ,"동아시아 주변의 국제정세를 잘 이해하는 데 도움이 되는 핵심 국제관계이론을 섭렵하고, 실제 국제정세에 적용시켜 보기로 한다. 핵심 국제관계이론의 습득을 통하여 국제정세를 이해하고 분석하는 틀을 연구하고, 현재 진행 중인 한반도 주변 국제관계 현상들을 직접 분석한다."
POLITICAL DATA ANALYSIS: A QUANTITATIVE APPROACH ,"This course is designed to introduce students to the skills for interpreting, conducting, presenting, and analyzing political science statistical research. Over the course of the term, you will learn how to think like social scientists while developing various skills required by the discipline: How to choose which method to employ, how to undertake original research (complete with data collection and analysis), and how to present your findings to colleagues. The goal at the end of this class is to help you understand and conduct quantitative political research that will be useful in both academic and professional settings.

On successful completion of this course, you will be able to:
1. Describe and assess the logic of political science research in particular and of scientific research in general;
2. Comprehend the basic concepts, steps, and design involved in the systematic research process; 
3. Achieve an intuitive understanding on using statistical software for data analysis;
4. Learn how to analyze data, communicate research findings, and be an intelligent consumer of research."
국제개발협력과EU ,"본 과정은 국제기구를 통해 국제개발협력이 어떻게 이루어지고 있는지 이해하는데 그 목적이 있다. 이를 위해 국제기구의 역사와 기능, 개발협력에 관한 이론 그리고 실제 사례를 분석한다. 여기에서 다루어질 주요 주제들로는 통상과 발전, Aid, Governance, 지역주의, 개발전략, 인권, 환경 등이며, 대상 국제기구는 UN, WTO, EU,OECD, ASEAN 등이다."
POLITICS OF COLLABORATION AND INTEGRATION IN EUROPE ,"Europe has changed dramatically since the end of the Second World War, and the pace of transformation across the continent continues to intensify.  The nation-states of Western Europe have traded centuries of imperial rivalry and warfare for economic and political collaboration, most notably through the European Union.   With several former Communist countries as the newest members, this experiment in political integration ? the authentic ‘New Europe’ ? continues to cross new milestones and face formidable challenges, the most recent being the British vote to withdraw from the European Union. 

	 How did this stunning transformation take shape across Europe?   What kinds of political communities are emerging in Europe, both at the level of the European Union and within nation-states?   To what extent does the European Union pose a new model for global political and economic coordination?   Is it possible for robust democratic participation to thrive at the European level?  How are the individual countries negotiating their respective international roles and balancing domestic political considerations with collective goals for Europe?   How is the European Union negotiating political relationships with the rest of the world?    Can European countries navigate the transition into multicultural societies with large immigrant populations?   And ? the question on everyone’s mind these days ? can the European Union as we know it survive given the economic downturn that has opened up new fissures, tensions and vulnerabilities within this evolving political community?    This course will explore in depth these sorts of questions."
"POLITICS, MEDIA AND GLOBALIZATION ","This course will survey the past and present landscapes of media and politics, with particular emphasis on globalization and its transformative effects.  We will cover established dynamics at the heart of press-government relations as well as new trends on the cutting edge of digital media.  Topics will include the tricky relationships between government officials, journalists and citizens; the Internet and politics; “cyberactivism” in the social media age, the expansion of traditional media platforms into “emerging market” countries; alternative news and information outlets, and the many challenges posed by economic restructuring amid political and technological change as well as the high degree of ideological polarization that has resulted from the proliferation of new media sources.

By the end of the semester, you will have acquired a clear understanding of global media and politics, drawing upon key insights from the fields of political science and public communication as well as the interdisciplinary fields of global studies and and media studies.  You also will have strengthened your analytical and communication skills through the weekly reading and writing assignments that accompany this course as well as the required essays and term paper."
SEMINAR ON POLITICAL COMMUNICATION ,"This course provides a sweeping overview and analysis of political communication by examining the latest scholarship and public debate in this interdisciplinary field.  We will cover established dynamics at the core of press-government relations as well as new trends on the cutting edge of digital media.  Topics will include campaigns and elections; public opinion, public relations and political “spin;” political ideology and media bias; global press freedom; the Internet and politics; “digital citizenship” and “cyberactivism” and the impacts of new media, alternative media, and economic restructuring across the landscape of global media and politics.  In September and October, we will team up with students taking a similar course at DePaul University in Chicago, with each of you co-authoring a special collaborative paper with an assigned partner from DePaul focused on comparative news coverage related to issues of mutual concern to South Korea and the United States.

By the end of the semester, you will have acquired a clear understanding of political communication, drawing upon key insights from the fields of political science, public communication and media studies.  You also will have strengthened your analytical and communication skills through the weekly reading and writing assignments that accompany this course as well as the required essays and online collaborative project."
PUBLIC OPINION AND POLITICAL BEHAVIOR ,"This course is designed to explore the nature of public opinion and voting behavior of people. Additionally, it covers the election campaigning and upcoming presidential election in the United States for case study. Students will learn how to read and interpret the numbers of polls that are overwhelmingly too many in modern democracy. At the same time, they will learn how to use and manipulate public opinions (and polls) in real politics. 

The course consists of three broad subjects: the appropriate reading of poll numbers and public opinion, voting (and political) behavior of electorates, and political campaign. Building upon a background in classic political psychology studies and general understanding of voting behavior of people, we will closely follow the 2020 US presidential election."
사물정치론 ,"이 수업은 하나 또는 복수의 ‘사물(things, ?西/的)’을 다양한접근법을 사용하여 분석하고 이를 통해 그 사물이 존재하는 시공간의 환경, 주체, 그리고 그들의 상호작용에 대한 근본적인 원리와 성격 규명을 목적으로 리서치 연습을 진행하는 세미나이다. 이 수업은 기존의 정치학적 시각, 논리, 이론과 방법론을 기본적으로 활용하되 이에 얽매이지 않고 다양한 학제 간 및 융복합적 접근법을 중심으로 비전통적인 그리고 기존에 존재하지 않았던 형태의 창조적인 시각과 접근법을 고안하여 사물 그 자체와 사물을 둘러싼 많은 환경, 행위자, 다른 사물들 간의 인과/상관관계들을 분석, 그 사물의 정치적 측면을 이해한다. 예를 들어 플라스틱의 정치, 화장품의 정치, 미세먼지의 정치, 스마트폰의 정치, 철도의 정치, 숲의 정치, 씨앗의 정치, 참치의 정치, 재난의 정치, 온라인게임의 정치 등은 기존의 정치학에서 면밀하게 다루어진 리서치의 대상이 아니지만 우리 개개인의 일상뿐만 아니라 개인부터 글로벌까지 전 분석 수준에서 인류의 삶에 핵심적인 변수로서 존재하며 움직이고 있다. 또한 이들은 정치학과 동시에 생태학, 인류학, 경제학, 경영학, 문학, 철학, 심리학, 물리학, 화학, 지구과학, 컴퓨터공학, 건축학, 도시공학, 디자인학, 농학, 의학 등 수많은 다른 학문적 접근들을 활용해야만 입체적이고 창조적이며 생산적인 이해가 가능하다. 이러한 비관습적인 리서치 또는 지적 연습을 통하여 학생들은 이러한 사물들의 정치에 대한 학문적, 정책적, 부가가치창출적인 대안을 ? ‘문제해결’과 ‘새로운 문제설정’의 맥락에서? 제시하여 사회 혁신에 공헌하는 공공성의 의미와 개개인의 사적 이익 추구의 조화를 체험한다."
ECONOMIC STATECRAFT: ECONOMIC SANCTIONS AND AID ,"Over the past decades, states, international organizations, non-governmental organizations have relied on economic tools of diplomacy for many purposes. This course focuses on two economic instruments: economic sanctions and foreign aid. Economic sanctions have been one of the most popular instruments of coercion. However, conventional wisdom is that sanctions have not been successful as policymakers had expected them to be. Why? How can we define sanctions and their success? Under what conditions are sanctions more likely to succeed? Are there any unintended consequences of sanctions? Foreign aid represents the ``carrots`` side of economic statecraft. While foreign aid is widely used by many actors, there is a consensus that recipient countries have failed to accomplish economic and political development as much as one would expect. What determines donor decisions on aid disbursements? What are the effects of foreign aid on recipient countries from economic and political perspectives? To answer these questions, we examine the effects of a variety of domestic, international, and cultural factors on the initiation and outcomes of economic sanctions and aid. Throughout the course, we focus on both general studies (e.g., theoretical and empirical literature on economic statecraft) and a few cases of sanctions and aid (e.g., UN sanctions against DPRK or ODA conducted by KOICA) to get balanced perspectives. This course will be taught with Jaesuk Park."
정의론 ,"In this semester, because of COVID-19, the course will proceed with on-line classes by using zoom (Professor Jang`s zoom ID: 617 242 6570).

	This course is concerned with analyzing major theories of justice in political philosophy. It covers utilitarianism, liberal equality, libertarianism, communitarianism, etc. With reading major texts written by or related to great political philosophers ranging from ancient times to contemporary world, such as Plato, Aristotle, Kant, John Rawls, Robert Nozick, Michael Sandel, Will Kymlicka, and so on, students are going to discuss main ideas and arguments in major theories of justice and their implications to practical politics and more particularly to contemporary liberal democracies including Korean democracy. 

	Specifically in this semester, we take Michael Sandel, Justice: What`s the Right Thing to Do and Will Kimlicka, Contemporary Political Philosophy: An Introduction as main texts. And for the sake of convenient class proceeding, each week students are supposed to read proper chapters of the book along with other supporting materials relevant to the week`s topic."
게임이론과정치 ,The course will introduce game theory and its applications to students. (To be updated)
POLITICAL THOUGHT: CONCEPTS AND CASE STUDIES ,"ALL CLASSES BY ZOOM, AND ALL SUBMISSIONS BY EMAIL. NO OFFLINE CLASSES, EXAMS, OR STUDENT PRESENTATIONS.  THE FINAL STUDENT PROJECT IS AN EMPIRICAL CASE STUDY BUT CAN BE DONE ONLINE (E.G., SURVEYS, INTERVIEWS).

                                      “The good of man must be the end of the science of politics.” Aristotle

We discuss seminal political philosophies in the context of current topics in political thought: 

(1) CONSTRUCTING ‘JUST’ POLITICAL ORDER & GOVERNANCE 
(2) CONSTRUCTING A ‘JUST’ CIVIL SOCIETY
(3) CONSTRUCTING A ‘JUST’ USE OF STATE FORCE 
(4) CONSTRUCTING ‘FAIR’ POLITICAL DISCOURSE
(5) CONSTRUCTING ‘ETHICAL’ NATIONALISM 
(6) RADICAL & POST-MODERN POLITICAL THOUGHT
(7) NON-WESTERN POLITICAL THOUGHT

We approach each topic, philosophically and empirically, with original and explanatory text, lectures, discussions, and activities:

(1) Lecture and the student leader introduce the topic and text.
(2) Small group class discussion, followed by class-wide discussion.
(3) Periodic activities deepen theoretical understanding and ‘real world’ applications. 

In the final weeks, students will present on their group’s research project. 

PER YONSEI POLICY, WE WILL CONDUCT CLASSES THROUGH REAL-TIME ZOOM SESSIONS.
I WILL REGULARLY POST ZOOM LINKS ON YSCEC.

Our classroom will be a safe, open space to express your views. Students will question assumptions, critique and develop arguments, evaluate normative claims, originate ideas, and become better prepared to confront complex social problems. They will improve analytical, writing, discussion, and presentation skills.  

I MAY REVISE THE SYLLABUS BEFORE FIRST CLASS DAY. I WILL PROVIDE A FINAL SYLLABUS ON FIRST CLASS DAY.

CIRCUMSTANCES, SUCH AS STUDENT PROGRESS, MAY REQUIRE SYLLABUS MODIFICATIONS DURING SEMESTER.
ANY CHANGES ANNOUNCED IN ADVANCE."
RULE OF LAW IN THE GLOBAL CONTEXT ,"One interesting phenomenon at the turn of the twenty-first century has been the global popularity of “rule of law” as an ideal to aspire for. For many 
countries coming out from under communist or authoritarian rule with state-centered economic regimes, the rule of law was seen as the key to their successful transition to a more democratic and market friendly systems. For their part, the more advanced countries of the world and international organization, as well as many private institutions, sponsored and organized numerous rule-of-law assistance programs to promote the ideal worldwide. 
Almost twenty years later, there are differences of opinion as to whether rule of law has actually spread to more countries of the world. What is undisputed, however, is that the term has gained a status as an unquestioned legitimizing principle. Like “democracy,” it is now a badge of honor which every country wants to claim for itself in order to be considered a member of the community of civilized nations. Even very oppressive dictatorial regimes claim, at least in their official rhetoric, that they are committed to the rule of law. 
This course will be an investigation into various aspects of this phenomenon called the rule of law. Recognizing that the idea has been around for 
centuries, we will start with an inquiry into the various ways in which people have understood the term. What does it mean to be under the rule of law? Where did the idea originate from? We will then turn to the more recent career of the ideal. Why has rule of law become such a popular goal worldwide? Who promotes the rule of law, and for what reasons? Are there any downsides to the ideal of rule of law? Can it--indeed, should it--be implemented in any country? What are, if any, the sources of threat to the ideal of rule of law?"
UNITED NATIONS AND GLOBAL JUSTICE ,"The aim of this course is to understand the basic framework and the key functions of the United Nations.

Video lectures will be made and uploaded every week! (NO real-time online lectures!)"
INTRODUCTION TO U.S. LAW ,"The goal of this course is to help the students to understand the law and the operation of legal system in the United States. After learning about the basic framework of law and legal system of the United States, we will focus on more contemporary issues such as Black Lives Matter movement by comparing present-day debates to those of older days in similar circumstances. Would history repeat itself? There would not be any better time to discuss about this question than now."
UT세미나(JUSTICE AND WRITING) ,"The organizational approach of the course is to examine criminal justice cutting across its varied legal and non-legal contexts, such as criminal law, social linguistics, sociology, court psychology, etc. Specific topics include the study of the organizations and people (police, prosecutors, defense attorneys, judges, and corrections officials) that make up the criminal justice system and further discussion on controversial issues will be conducted including junk science in the criminal court, translation and interpretation in criminal proceedings, and minority’s fundamental rights and utilization of expert testimonies, etc. Because this is a dynamic field with new developments occurring on a regular basis, we will incorporate into our discussion references to various developments and new legal issues that may arise during the course. We will have writing workshp every two weeks."
